model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 CL Class,2019,25999,Semi-Auto,14168,Diesel,145.0,51.4,2.2,Merc
 C Class,2014,11295,Automatic,45000,Petrol,145.0,54.3,1.6,cclass
 Yaris,2017,12699,Automatic,19088,Hybrid,140.0,76.3,1.5,toyota
 Adam,2018,8988,Manual,6695,Petrol,145.0,53.3,1.2,Vauxhall
 C Class,2017,23981,Semi-Auto,55381,Diesel,145.0,54.3,2.1,cclass
 Polo,2019,13776,Manual,10012,Petrol,150.0,52.3,1.0,VW
 Kamiq,2019,22001,Semi-Auto,2200,Petrol,145.0,44.1,1.5,Skoda
 Q5,2018,29000,Automatic,22710,Petrol,150.0,40.4,2.0,Audi
 X5,2020,64995,Semi-Auto,102,Diesel,145.0,37.7,3.0,BMW
 X1,2016,18199,Automatic,30405,Diesel,125.0,57.6,2.0,BMW
 GLE Class,2019,49199,Semi-Auto,6785,Diesel,150.0,36.7,3.0,Merc
 Tucson,2015,13900,Manual,20433,Diesel,30.0,61.7,1.7,Hyundi
 Astra,2017,9995,Manual,35500,Petrol,125.0,51.4,1.4,Vauxhall
 Focus,2016,10000,Manual,6679,Petrol,20.0,60.1,1.0,Ford
 Focus,2018,54995,Manual,11000,Petrol,145.0,36.7,2.3,Ford
 Octavia,2019,13999,Manual,15207,Petrol,145.0,60.1,1.0,Skoda
 Kuga,2018,15900,Manual,14561,Diesel,150.0,60.1,2.0,Ford
 C Class,2017,16998,Semi-Auto,26281,Diesel,30.0,65.7,1.6,Merc
 SL CLASS,2018,27482,Semi-Auto,1095,Petrol,145.0,47.1,2.0,Merc
 1 Series,2017,14995,Manual,19866,Diesel,30.0,65.7,2.0,BMW
 Santa Fe,2016,16999,Automatic,20960,Diesel,235.0,42.8,2.2,Hyundi
 Fiesta,2018,10498,Manual,8324,Petrol,150.0,55.4,1.1,Ford
 I20,2018,10195,Manual,22000,Petrol,145.0,58.9,1.0,Hyundi
 2 Series,2019,23490,Semi-Auto,19,Diesel,145.0,49.6,2.0,BMW
 Mokka X,2019,14898,Manual,14000,Petrol,145.0,39.2,1.4,Vauxhall
 Zafira Tourer,2017,9999,Manual,32447,Petrol,205.0,41.5,1.4,Vauxhall
 A5,2017,18500,Manual,38266,Petrol,145.0,49.6,2.0,Audi
 C Class,2019,32980,Automatic,2000,Diesel,145.0,64.2,2.0,Merc
 X3,2019,36750,Automatic,9701,Diesel,145.0,48.7,3.0,BMW
 Tucson,2019,21995,Manual,5000,Petrol,145.0,34.9,1.6,Hyundi
 Fabia,2019,13990,Manual,3273,Petrol,145.0,51.4,1.0,Skoda
 Focus,2019,16295,Manual,7412,Petrol,145.0,58.9,1.0,Ford
 Yaris,2017,10750,Manual,18121,Petrol,150.0,56.5,1.5,toyota
 1 Series,2017,11500,Manual,47674,Diesel,145.0,68.9,2.0,BMW
 3 Series,2015,14500,Automatic,54305,Diesel,125.0,60.1,2.0,BMW
 Insignia,2019,17850,Manual,14500,Diesel,145.0,53.3,2.0,Vauxhall
 2 Series,2019,21540,Automatic,4802,Diesel,145.0,48.7,2.0,BMW
 Tucson,2016,11780,Semi-Auto,66899,Diesel,125.0,57.6,1.7,Hyundi
 Focus,2016,10995,Manual,11000,Petrol,20.0,60.1,1.0,Ford
 Corsa,2017,8471,Manual,19759,Petrol,30.0,54.3,1.4,Vauxhall
 Focus,2019,16000,Automatic,10738,Diesel,145.0,54.3,1.5,Focus
 X4,2019,38495,Semi-Auto,7356,Diesel,145.0,40.9,3.0,BMW
 C Class,2019,26899,Automatic,2019,Petrol,145.0,54.3,1.5,cclass
 Mokka,2015,10955,Automatic,41000,Petrol,200.0,40.4,1.4,Vauxhall
 Yaris,2016,11475,Automatic,19464,Hybrid,0.0,86.0,1.5,toyota
 A3,2016,12199,Manual,82023,Diesel,20.0,70.6,1.6,Audi
 Polo,2017,10191,Manual,35443,Petrol,145.0,60.1,1.2,VW
 A Class,2019,24999,Semi-Auto,1000,Diesel,145.0,56.5,2.0,Merc
 E Class,2018,20485,Semi-Auto,31784,Diesel,145.0,72.4,2.0,Merc
 C Class,2018,29199,Semi-Auto,4715,Diesel,145.0,54.3,2.0,Merc
 A Class,2018,16699,Manual,26758,Petrol,145.0,51.4,1.6,Merc
 Fiesta,2017,7591,Manual,27546,Petrol,125.0,54.3,1.2,Ford
 Corsa,2018,9000,Manual,16734,Petrol,145.0,54.3,1.4,Vauxhall
 M Class,2015,18789,Automatic,68279,Diesel,300.0,39.2,3.0,Merc
 Aygo,2018,8489,Manual,12493,Petrol,145.0,56.5,1.0,toyota
 3 Series,2020,36995,Automatic,3500,Diesel,145.0,45.6,3.0,BMW
 C-HR,2019,15000,Manual,17486,Petrol,145.0,41.5,1.2,toyota
 C Class,2019,25399,Semi-Auto,13636,Petrol,145.0,54.3,1.5,cclass
 1 Series,2017,21980,Semi-Auto,16718,Petrol,150.0,39.8,3.0,BMW
 Passat,2019,26000,Semi-Auto,7809,Hybrid,135.0,43.5,1.4,VW
 Focus,2015,9400,Manual,48153,Diesel,145.0,54.3,1.5,Focus
 Astra,2017,11500,Manual,17760,Diesel,145.0,76.3,1.6,Vauxhall
 A4,2020,32500,Semi-Auto,3999,Diesel,145.0,49.6,2.0,Audi
 Golf,2017,12950,Manual,25000,Petrol,145.0,58.9,1.0,VW
 X1,2014,10985,Semi-Auto,56952,Diesel,160.0,52.3,2.0,BMW
 Fiesta,2014,6250,Manual,21292,Petrol,30.0,54.3,1.2,Ford
 I10,2017,5789,Manual,39877,Petrol,145.0,60.1,1.0,Hyundi
 Golf,2015,10050,Manual,58275,Diesel,20.0,68.9,2.0,VW
 Golf,2019,16790,Semi-Auto,15661,Petrol,145.0,45.6,1.0,VW
 I20,2017,9080,Manual,22851,Petrol,145.0,55.4,1.2,Hyundi
 Focus,2019,17140,Manual,7987,Petrol,145.0,60.1,1.0,Ford
 Passat,2016,11495,Manual,49575,Diesel,20.0,68.9,2.0,VW
 I10,2016,9190,Semi-Auto,6566,Petrol,145.0,47.9,1.2,Hyundi
 E Class,2019,30000,Semi-Auto,16478,Diesel,150.0,58.9,2.0,Merc
 A Class,2017,16799,Manual,14129,Petrol,145.0,49.6,1.6,Merc
 C Class,2013,8595,Automatic,82685,Diesel,30.0,64.2,2.1,Merc
 Polo,2016,8750,Manual,45398,Petrol,20.0,60.1,1.2,VW
 Ioniq,2018,17297,Automatic,1675,Hybrid,135.0,78.5,1.6,Hyundi
 A Class,2015,11499,Automatic,40373,Diesel,0.0,70.6,1.5,Merc
 C Class,2017,19347,Automatic,21032,Hybrid,145.0,54.3,2.0,cclass
 Focus,2015,14740,Manual,31685,Diesel,145.0,54.3,2.0,Focus
 Touareg,2017,21995,Semi-Auto,61098,Diesel,150.0,42.8,3.0,VW
 C-MAX,2016,8330,Manual,37172,Diesel,20.0,68.9,1.5,Ford
 Fiesta,2017,9267,Manual,6532,Petrol,145.0,65.7,1.0,Ford
 1 Series,2015,10388,Manual,28640,Diesel,0.0,83.1,1.5,BMW
 Yeti Outdoor,2017,11995,Manual,23058,Diesel,30.0,62.8,2.0,Skoda
 Q3,2015,17000,Semi-Auto,43740,Petrol,145.0,47.9,1.4,Audi
 Galaxy,2017,18799,Manual,33695,Diesel,125.0,56.5,2.0,Ford
 Polo,2016,7958,Manual,31665,Petrol,20.0,60.1,1.2,VW
 A6,2019,30500,Automatic,100,Diesel,145.0,50.4,2.0,Audi
 Octavia,2018,15598,Manual,29806,Diesel,145.0,65.7,2.0,Skoda
 CL Class,2019,26176,Semi-Auto,14204,Diesel,145.0,51.4,2.2,Merc
 Golf,2015,11495,Manual,30000,Petrol,30.0,53.3,1.4,VW
 Q3,2019,29995,Automatic,10501,Diesel,145.0,38.7,2.0,Audi
 Tiguan,2017,18495,Manual,48100,Diesel,165.0,50.4,2.0,VW
 C Class,2016,18249,Automatic,36077,Diesel,145.0,54.3,2.1,cclass
 Focus,2017,13000,Manual,12456,Petrol,145.0,54.3,1.0,Focus
 T-Cross,2019,18980,Manual,12560,Petrol,145.0,47.9,1.0,VW
 GLE Class,2019,52700,Semi-Auto,2343,Diesel,145.0,32.8,3.0,Merc
 X5,2020,51880,Semi-Auto,1501,Diesel,145.0,37.7,3.0,BMW
 Fiesta,2018,11456,Manual,2837,Petrol,145.0,65.7,1.0,Ford
 Focus,2019,16125,Manual,1388,Petrol,145.0,54.3,1.5,Focus
 Yaris,2016,9490,Manual,14800,Petrol,30.0,55.0,1.3,toyota
 Astra,2015,6490,Manual,41472,Petrol,125.0,51.4,1.4,Vauxhall
 Grandland X,2019,17499,Manual,8813,Petrol,140.0,55.4,1.2,Vauxhall
 8 Series,2020,79991,Semi-Auto,151,Diesel,145.0,26.7,3.0,BMW
 Fiesta,2018,10190,Manual,24417,Petrol,145.0,65.7,1.0,Ford
 Golf,2019,35450,Automatic,7000,Petrol,145.0,32.8,2.0,VW
 A Class,2019,24519,Semi-Auto,2882,Diesel,145.0,56.5,2.0,Merc
 Octavia,2018,18799,Semi-Auto,10754,Petrol,145.0,42.8,2.0,Skoda
 Fiesta,2018,11980,Manual,20257,Petrol,145.0,65.7,1.0,Ford
 A3,2017,23575,Semi-Auto,45380,Petrol,145.0,43.5,2.0,Audi
 Fabia,2019,12998,Manual,5255,Petrol,145.0,60.1,1.0,Skoda
 C Class,2017,17488,Automatic,29645,Petrol,125.0,52.3,2.0,Merc
 Tiguan,2018,18700,Manual,18807,Diesel,150.0,50.4,2.0,VW
 Scala,2019,15850,Semi-Auto,8347,Petrol,150.0,47.1,1.0,Skoda
 Fiesta,2017,9595,Manual,11942,Petrol,145.0,65.7,1.0,Ford
 Focus,2019,19560,Automatic,201,Diesel,145.0,54.3,1.5,Focus
 Kuga,2013,9999,Manual,67890,Diesel,145.0,53.3,2.0,Ford
 Astra,2019,11621,Manual,7970,Petrol,145.0,52.3,1.4,Vauxhall
 A Class,2019,19746,Automatic,10263,Diesel,145.0,68.9,1.5,Merc
 Insignia,2018,13950,Manual,6256,Petrol,150.0,50.4,1.5,Vauxhall
 Focus,2017,11670,Manual,26754,Diesel,145.0,54.3,1.5,Focus
 Golf,2019,29499,Automatic,8335,Petrol,145.0,32.8,2.0,VW
 GLC Class,2019,67980,Automatic,5500,Petrol,145.0,21.7,4.0,Merc
 A3,2017,12560,Manual,23450,Diesel,0.0,74.3,1.6,Audi
 V Class,2019,44980,Semi-Auto,16,Diesel,145.0,36.2,2.0,Merc
 Octavia,2015,9200,Manual,42933,Petrol,30.0,57.7,1.2,Skoda
 5 Series,2019,35790,Semi-Auto,12,Diesel,145.0,53.3,3.0,BMW
 A4,2018,19575,Manual,7919,Petrol,145.0,52.3,1.4,Audi
 T-Cross,2020,22990,Manual,1478,Petrol,145.0,47.9,1.0,VW
 Mokka X,2017,10695,Manual,20283,Petrol,145.0,47.1,1.4,Vauxhall
 Astra,2019,15995,Manual,14000,Diesel,145.0,72.4,1.6,Vauxhall
 Focus,2018,14497,Manual,4212,Petrol,145.0,57.7,1.0,Ford
 GLC Class,2016,25495,Semi-Auto,24290,Diesel,125.0,56.5,2.1,Merc
 Tiguan,2018,21950,Automatic,15261,Petrol,145.0,40.4,1.4,VW
 X5,2017,30000,Automatic,23882,Diesel,145.0,47.1,3.0,BMW
 5 Series,2016,14550,Automatic,56320,Diesel,30.0,62.8,2.0,BMW
 Kuga,2019,21000,Automatic,10671,Petrol,145.0,31.0,1.5,Ford
 5 Series,2013,10990,Automatic,88000,Diesel,145.0,55.4,2.0,BMW
 Tiguan,2019,24498,Semi-Auto,1164,Diesel,145.0,46.3,2.0,VW
 Crossland X,2019,13799,Manual,15357,Petrol,145.0,47.1,1.2,Vauxhall
 T-Roc,2019,31000,Automatic,2500,Petrol,145.0,32.5,2.0,VW
 EcoSport,2018,13999,Manual,8610,Petrol,145.0,54.3,1.0,Ford
 Crossland X,2017,10591,Manual,6957,Petrol,150.0,58.9,1.2,Vauxhall
 Kuga,2013,9995,Manual,70000,Diesel,200.0,47.9,2.0,Ford
 A4,2014,13141,Semi-Auto,28510,Diesel,125.0,57.6,2.0,Audi
 Mokka,2014,7799,Manual,39447,Petrol,205.0,43.5,1.6,Vauxhall
 GLA Class,2019,24799,Semi-Auto,11229,Petrol,145.0,36.2,1.6,Merc
 Passat,2007,2495,Manual,99000,Diesel,200.0,45.6,2.0,VW
 Scirocco,2016,13495,Manual,42038,Diesel,30.0,53.3,2.0,VW
 Kuga,2019,15500,Manual,9205,Petrol,145.0,34.4,1.5,Ford
 RS3,2017,36990,Semi-Auto,17889,Petrol,145.0,34.0,2.5,Audi
 C Class,2012,9124,Automatic,60586,Diesel,145.0,54.3,2.1,cclass
 5 Series,2017,17659,Semi-Auto,31585,Diesel,30.0,62.8,2.0,BMW
 Corsa,2016,8000,Manual,22778,Petrol,30.0,54.3,1.4,Vauxhall
 X2,2018,23450,Semi-Auto,11594,Diesel,145.0,58.9,2.0,BMW
 Meriva,2013,3990,Manual,68500,Petrol,145.0,47.1,1.4,Vauxhall
 A4,2019,20495,Semi-Auto,4781,Petrol,150.0,40.9,2.0,Audi
 Tiguan,2019,21990,Manual,16589,Diesel,145.0,47.9,2.0,VW
 Kuga,2018,16310,Manual,15786,Diesel,145.0,54.3,2.0,Ford
 Fiesta,2019,11999,Manual,4800,Petrol,145.0,58.9,1.0,Ford
 E Class,2019,27679,Semi-Auto,8120,Diesel,145.0,65.7,2.0,Merc
 Fabia,2017,7795,Manual,22929,Petrol,150.0,60.1,1.2,Skoda
 Corsa,2016,7500,Manual,28057,Petrol,30.0,55.4,1.4,Vauxhall
 A4,2016,15950,Semi-Auto,35000,Diesel,20.0,70.6,2.0,Audi
 A Class,2019,20990,Semi-Auto,14975,Diesel,145.0,67.3,1.5,Merc
 Caravelle,2013,22995,Automatic,46000,Diesel,325.0,35.3,2.0,VW
 Focus,2017,10795,Manual,20418,Petrol,145.0,54.3,1.0,Focus
 A6,2015,14599,Automatic,81707,Diesel,30.0,64.2,2.0,Audi
 Focus,2012,5499,Manual,53126,Petrol,145.0,47.9,1.6,Ford
 Focus,2017,16498,Manual,18506,Diesel,20.0,67.3,2.0,Ford
 3 Series,2017,15460,Semi-Auto,24628,Petrol,145.0,47.9,2.0,BMW
 Aygo,2018,7980,Manual,6640,Petrol,145.0,68.9,1.0,toyota
 Insignia,2019,15999,Manual,10000,Diesel,150.0,53.3,2.0,Vauxhall
 A6,2019,30000,Automatic,5999,Diesel,145.0,47.9,2.0,Audi
 A Class,2014,13250,Automatic,49211,Diesel,30.0,64.2,1.8,Merc
 1 Series,2009,4490,Manual,79903,Diesel,30.0,62.8,2.0,BMW
 Polo,2017,9995,Manual,23655,Petrol,145.0,60.1,1.2,VW
 Q2,2018,20498,Manual,10005,Petrol,145.0,50.4,1.4,Audi
 Aygo,2017,7495,Manual,28447,Petrol,150.0,68.9,1.0,toyota
 A4,2017,15250,Manual,59000,Diesel,30.0,67.3,2.0,Audi
 A1,2015,10498,Manual,31393,Petrol,30.0,57.6,1.4,Audi
 Focus,2017,10797,Manual,20967,Petrol,145.0,60.1,1.0,Ford
 Aygo,2019,8991,Manual,1223,Petrol,145.0,56.5,1.0,toyota
 3 Series,2014,9900,Automatic,63223,Diesel,20.0,68.9,2.0,BMW
 Yaris,2019,11995,Manual,5571,Petrol,145.0,47.9,1.5,toyota
 Kuga,2017,10990,Manual,32974,Diesel,150.0,64.2,1.5,Ford
 Focus,2007,2295,Manual,94360,Petrol,145.0,54.3,1.6,Focus
 GLC Class,2017,37982,Semi-Auto,11386,Petrol,145.0,34.0,3.0,Merc
 Corsa,2017,7499,Manual,10869,Petrol,30.0,55.4,1.4,Vauxhall
 Octavia,2018,11200,Automatic,30838,Petrol,145.0,57.7,1.5,Skoda
 Z4,2020,34995,Semi-Auto,1501,Petrol,145.0,38.7,2.0,BMW
 E Class,2020,35990,Semi-Auto,4025,Diesel,145.0,53.3,2.0,Merc
 Focus,2019,17150,Automatic,10472,Petrol,145.0,54.3,1.0,Focus
 Fiesta,2019,17040,Manual,4216,Petrol,145.0,40.3,1.5,Ford
 Astra,2016,7912,Manual,40608,Petrol,125.0,52.3,1.4,Vauxhall
 I10,2018,7495,Manual,20479,Petrol,145.0,60.1,1.0,Hyundi
 Astra,2016,8000,Manual,42982,Diesel,0.0,76.3,1.6,Vauxhall
 Fiesta,2018,11250,Manual,21666,Petrol,150.0,56.5,1.0,Ford
 C Class,2018,22900,Automatic,6200,Petrol,145.0,54.3,1.5,cclass
 Z4,2020,29990,Semi-Auto,4646,Petrol,145.0,38.7,2.0,BMW
 Golf,2019,15995,Semi-Auto,15773,Diesel,145.0,54.3,1.6,VW
 Insignia,2018,14499,Automatic,7941,Diesel,145.0,55.4,1.6,Vauxhall
 I20,2015,6995,Manual,33925,Petrol,125.0,51.4,1.4,Hyundi
 Insignia,2017,12698,Manual,24568,Diesel,145.0,54.3,2.0,Vauxhall
 Fiesta,2018,10489,Manual,11704,Petrol,150.0,65.7,1.0,Ford
 A3,2014,10800,Manual,44015,Diesel,20.0,67.3,2.0,Audi
 1 Series,2017,21712,Automatic,25500,Petrol,145.0,39.8,3.0,BMW
 Caravelle,2019,45490,Semi-Auto,3252,Diesel,145.0,33.6,2.0,VW
 3 Series,2016,19490,Semi-Auto,14302,Diesel,145.0,56.5,3.0,BMW
 3 Series,2013,14440,Automatic,48000,Diesel,125.0,57.6,3.0,BMW
 T-Roc,2019,23490,Automatic,5309,Petrol,145.0,39.8,1.5,VW
 Aygo,2017,9200,Automatic,16257,Other,150.0,67.3,1.0,toyota
 A7,2015,17888,Semi-Auto,42687,Diesel,150.0,54.3,3.0,Audi
 Q2,2019,22444,Manual,4462,Diesel,150.0,49.6,1.6,Audi
 Polo,2017,12390,Semi-Auto,19567,Petrol,145.0,60.1,1.2,VW
 Focus,2019,17495,Manual,9080,Petrol,145.0,49.6,1.0,Ford
 A3,2014,9490,Manual,51390,Petrol,125.0,53.3,1.4,Audi
 2 Series,2016,13999,Automatic,11576,Diesel,30.0,64.2,2.0,BMW
 A4,2015,13995,Manual,27016,Diesel,30.0,62.8,2.0,Audi
 Fiesta,2015,8991,Manual,30568,Petrol,0.0,65.7,1.0,Ford
 IX35,2015,8298,Manual,64925,Diesel,165.0,51.4,2.0,Hyundi
 A6,2016,11499,Manual,87234,Diesel,30.0,61.4,2.0,Audi
 Corsa,2017,7000,Manual,13554,Petrol,145.0,54.3,1.4,Vauxhall
 Mokka,2015,9975,Automatic,21459,Petrol,200.0,40.4,1.4,Vauxhall
 Polo,2016,8995,Manual,16822,Petrol,20.0,60.1,1.0,VW
 1 Series,2017,11400,Manual,26265,Diesel,0.0,83.1,1.5,BMW
 Kuga,2019,17300,Manual,11448,Petrol,145.0,34.4,1.5,Ford
 Yaris,2019,11750,Manual,8394,Petrol,145.0,47.9,1.5,toyota
 X1,2016,13299,Manual,45795,Diesel,20.0,68.9,2.0,BMW
 A Class,2017,15799,Manual,24105,Diesel,20.0,68.9,1.5,Merc
 Kuga,2018,17050,Manual,11950,Petrol,145.0,39.2,1.5,Ford
 Sharan,2019,19745,Manual,10047,Petrol,145.0,35.8,1.4,VW
 Ka+,2018,8989,Manual,4536,Petrol,145.0,47.9,1.2,Ford
 CC,2013,7345,Manual,69811,Diesel,30.0,60.1,2.0,VW
 Focus,2019,22000,Automatic,13917,Diesel,145.0,64.2,2.0,Ford
 Polo,2017,9690,Manual,27019,Petrol,20.0,60.1,1.2,VW
 Astra,2013,4990,Manual,53000,Diesel,30.0,62.8,1.7,Vauxhall
 I20,2017,7989,Manual,25103,Petrol,145.0,58.9,1.2,Hyundi
 A Class,2019,20599,Semi-Auto,10088,Petrol,145.0,53.3,1.3,Merc
 Golf,2019,27989,Automatic,8911,Petrol,150.0,37.7,2.0,VW
 Scala,2019,15985,Semi-Auto,95,Petrol,145.0,47.1,1.0,Skoda
 2 Series,2019,23450,Semi-Auto,3564,Petrol,145.0,50.4,2.0,BMW
 1 Series,2015,10775,Manual,40561,Diesel,20.0,68.9,2.0,BMW
 C Class,2019,30516,Automatic,5465,Petrol,145.0,54.3,2.0,cclass
 EcoSport,2018,15995,Manual,4835,Diesel,145.0,58.9,1.5,Ford
 A6,2016,18600,Manual,29486,Diesel,30.0,61.4,2.0,Audi
 Astra,2016,8999,Manual,11563,Petrol,125.0,51.4,1.4,Vauxhall
 Mokka,2016,7899,Manual,50668,Petrol,200.0,40.9,1.6,Vauxhall
 1 Series,2018,14750,Automatic,24791,Petrol,150.0,55.5,1.5,BMW
 C Class,2019,19999,Automatic,15024,Diesel,145.0,64.2,2.1,Merc
 Mondeo,2015,9140,Manual,53702,Diesel,0.0,78.5,1.6,Ford
 Tiguan,2017,20000,Semi-Auto,6156,Diesel,160.0,49.6,2.0,VW
 Focus,2018,17500,Manual,17280,Diesel,145.0,67.3,2.0,Ford
 2 Series,2014,16999,Automatic,39573,Petrol,260.0,37.2,3.0,BMW
 A3,2014,7490,Manual,44000,Diesel,0.0,74.3,1.6,Audi
 Arteon,2019,31495,Automatic,8695,Diesel,145.0,37.7,2.0,VW
 S-MAX,2017,12330,Manual,73783,Diesel,125.0,56.5,2.0,Ford
 X3,2019,54595,Semi-Auto,1604,Petrol,145.0,24.8,3.0,BMW
 Corsa,2014,4040,Manual,50322,Petrol,30.0,55.4,1.0,Vauxhall
 Golf,2012,7280,Manual,47500,Petrol,165.0,45.6,1.4,VW
 Focus,2017,12499,Manual,11830,Petrol,145.0,54.3,1.0,Focus
 Focus,2015,9495,Manual,22439,Petrol,145.0,54.3,1.0,Focus
 Arteon,2019,21998,Semi-Auto,16651,Diesel,145.0,50.4,2.0,VW
 I10,2016,7499,Manual,19000,Petrol,20.0,60.1,1.0,Hyundi
 A1,2020,23845,Semi-Auto,5000,Petrol,150.0,44.8,1.0,Audi
 Caddy Maxi,2012,9995,Semi-Auto,53000,Diesel,200.0,48.7,1.6,VW
 EcoSport,2018,15500,Manual,15541,Petrol,145.0,54.3,1.0,Ford
 A4,2017,12898,Manual,72816,Diesel,0.0,74.3,2.0,Audi
 Up,2020,9999,Manual,5000,Petrol,145.0,54.3,1.0,VW
 Mokka X,2016,9698,Manual,30841,Petrol,200.0,42.2,1.6,Vauxhall
 3 Series,2014,13441,Manual,38000,Diesel,30.0,61.4,2.0,BMW
 C-MAX,2019,16000,Manual,2237,Petrol,145.0,48.7,1.0,Ford
 Fiesta,2017,9350,Manual,19367,Petrol,145.0,64.2,1.1,Ford
 A Class,2019,25520,Automatic,3269,Petrol,145.0,47.9,1.3,Merc
 A4,2019,26990,Automatic,2250,Diesel,145.0,50.4,2.0,Audi
 A Class,2018,17699,Automatic,17237,Diesel,150.0,74.3,1.5,Merc
 Focus,2018,13000,Semi-Auto,29685,Diesel,145.0,67.3,1.5,Ford
 I40,2015,8000,Manual,53441,Diesel,30.0,62.8,1.7,Hyundi
 3 Series,2015,15980,Semi-Auto,30569,Diesel,30.0,62.8,2.0,BMW
 Octavia,2017,12500,Semi-Auto,20384,Petrol,145.0,57.7,1.4,Skoda
 Astra,2016,5493,Manual,126000,Diesel,0.0,83.1,1.6,Vauxhall
 EcoSport,2017,8789,Manual,23447,Petrol,125.0,52.3,1.0,Ford
 C Class,2015,16732,Automatic,33350,Diesel,30.0,64.2,2.1,Merc
 T-Roc,2018,18695,Manual,6753,Petrol,145.0,53.3,1.5,VW
 S Class,2019,63099,Automatic,1803,Diesel,145.0,52.3,3.0,Merc
 C Class,2019,31999,Semi-Auto,1000,Diesel,145.0,54.3,2.0,cclass
 A1,2016,14500,Manual,12100,Petrol,30.0,56.5,1.4,Audi
 Golf,2020,29250,Semi-Auto,2000,Diesel,145.0,49.6,2.0,VW
 E Class,2017,20299,Semi-Auto,25479,Diesel,20.0,72.4,2.0,Merc
 Insignia,2017,14498,Manual,13411,Petrol,145.0,47.1,1.5,Vauxhall
 Polo,2016,8600,Manual,24000,Petrol,20.0,60.1,1.0,VW
 3 Series,2013,9200,Manual,50139,Diesel,30.0,62.8,2.0,BMW
 Kuga,2017,12395,Manual,19000,Petrol,165.0,45.6,1.5,Ford
 Karoq,2019,22000,Manual,3791,Diesel,145.0,42.8,2.0,Skoda
 Octavia,2015,12485,Manual,51015,Diesel,30.0,64.2,2.0,Skoda
 A1,2015,8799,Manual,60585,Diesel,0.0,80.7,1.6,Audi
 CL Class,2019,26099,Semi-Auto,5280,Diesel,145.0,51.4,2.2,Merc
 Grandland X,2019,17995,Manual,14776,Petrol,145.0,44.1,1.2,Vauxhall
 Yaris,2019,13039,Manual,11102,Petrol,145.0,47.9,1.5,toyota
 Ka+,2018,6870,Manual,32715,Petrol,145.0,57.7,1.2,Ford
 Polo,2019,12156,Manual,9584,Petrol,145.0,48.7,1.0,VW
 Viva,2019,6791,Manual,4523,Petrol,145.0,46.3,1.0,Vauxhall
 EcoSport,2016,8400,Manual,36701,Petrol,125.0,53.3,1.0,Ford
 I10,2019,10490,Manual,2328,Petrol,145.0,49.6,1.0,Hyundi
 IX35,2014,7599,Manual,70352,Diesel,150.0,53.3,1.7,Hyundi
 Scirocco,2016,9491,Manual,96000,Diesel,20.0,55.4,2.0,VW
 1 Series,2013,10965,Automatic,37808,Diesel,30.0,64.2,2.0,BMW
 Zafira,2013,4999,Manual,64320,Petrol,205.0,42.2,1.6,Vauxhall
 Octavia,2019,21495,Manual,2000,Petrol,145.0,36.7,2.0,Skoda
 E Class,2018,30202,Semi-Auto,20001,Diesel,145.0,53.3,2.0,Merc
 Corsa,2019,10990,Manual,1254,Petrol,145.0,43.5,1.4,Vauxhall
 Astra,2019,14800,Automatic,8495,Petrol,150.0,51.4,1.4,Vauxhall
 C Class,2017,20495,Automatic,26367,Petrol,145.0,54.3,2.0,cclass
 Fabia,2019,13450,Manual,3690,Petrol,145.0,52.3,1.0,Skoda
 Ka+,2019,10799,Manual,1000,Petrol,150.0,47.9,1.2,Ford
 Mokka X,2019,15099,Manual,1416,Petrol,145.0,39.2,1.4,Vauxhall
 C Class,2019,23200,Automatic,7000,Petrol,145.0,42.2,1.6,Merc
 EcoSport,2018,14750,Manual,6551,Petrol,145.0,54.3,1.0,Ford
 Mokka,2015,6995,Manual,69281,Petrol,145.0,47.1,1.4,Vauxhall
 Citigo,2017,6995,Manual,17916,Petrol,145.0,64.2,1.0,Skoda
 Q7,2016,30000,Automatic,50536,Diesel,205.0,47.9,3.0,Audi
 GLC Class,2016,27998,Semi-Auto,33062,Diesel,145.0,56.5,2.1,Merc
 Golf,2016,12600,Manual,14794,Diesel,0.0,74.3,1.6,VW
 A3,2019,21000,Manual,17125,Petrol,145.0,47.1,1.0,Audi
 C Class,2019,30995,Semi-Auto,16,Petrol,145.0,54.3,2.0,cclass
 5 Series,2014,12400,Automatic,46356,Diesel,30.0,62.8,2.0,BMW
 Focus,2016,14998,Manual,9054,Diesel,145.0,54.3,2.0,Focus
 Aygo,2017,7695,Manual,12847,Petrol,145.0,69.0,1.0,toyota
 B Class,2014,10999,Automatic,29236,Diesel,30.0,64.2,1.5,Merc
 X7,2019,69995,Semi-Auto,4997,Diesel,145.0,31.4,3.0,BMW
 B Class,2017,14995,Automatic,39535,Diesel,150.0,68.9,2.1,Merc
 Karoq,2018,20190,Manual,25197,Petrol,150.0,51.4,1.5,Skoda
 Fiesta,2019,11698,Manual,18115,Petrol,145.0,58.9,1.0,Ford
 5 Series,2016,14000,Automatic,48403,Diesel,30.0,62.8,2.0,BMW
 A Class,2013,10650,Manual,49000,Diesel,20.0,72.4,1.5,Merc
 Auris,2012,8499,Automatic,67698,Hybrid,0.0,72.4,1.8,toyota
 I20,2014,5998,Manual,17641,Petrol,30.0,57.6,1.2,Hyundi
 Fabia,2019,8995,Manual,7927,Petrol,145.0,50.4,1.0,Skoda
